id,id_str,created_at,media_url,url,type,language_code,bounding_box,country,country_code,user_loc,full_text,country_or_territory,CIME_geolocation_string,CIME_coordinates
1299241075304017920,1299241075304017920,2020-08-28 07:03:05,http://pbs.twimg.com/media/EgfU1_OU4AIASwc.jpg,https://t.co/7AvsXwAFUs,photo,es,[0],-,TUR,Ankara,b'M\xc3\xa1s de mil personas fueron las v\xc3\xadctimas de coronavirus en la India en 24 horashttps://t.co/gjqzjOJwM1 https://t.co/7AvsXwAFUs',Turkey,"['Ankara, İç Anadolu Bölgesi, Türkiye', 'Ankara, Say, Tillabéri, Niger', 'Ankara, Çankaya, Ankara, İç Anadolu Bölgesi, Türkiye']","[[39.7160439, 32.7059948], [12.9333333, 1.8833333], [39.9215219, 32.8537929]]"
1299240866003914753,1299240866003914753,2020-08-28 07:02:15,http://pbs.twimg.com/media/EgfUp8rUwAE7kKM.jpg,https://t.co/y6zpe5o9rE,photo,en,[0],-,SRB,India,b'Cured patients testing positive for #COVID19 again due to \xe2\x80\x98harmless residual virus\xe2\x80\x99(reports @SaigalGaurav)https://t.co/yUjiITUX7U https://t.co/y6zpe5o9rE',Serbia,"['Инђија, Сремски округ, Војводина, Србија', 'La India, Provincia de Chiriquí, Panamá', 'India']","[[45.0478247, 20.0808531], [8.7795748, -82.3566201], [22.3511148, 78.6677428]]"
1299251638318891013,1299251638318891013,2020-08-28 07:45:04,http://pbs.twimg.com/media/EgfeeuwVkAA21e9.jpg,https://t.co/KwAgdiQilN,photo,it,[0],-,ITA,Pozzolo Formigaro,b'Anche i #calciobalilla si distanziano #biliardino #distanziamento #covid19 https://t.co/KwAgdiQilN',Italy,"['Pozzolo, Arezzo, Toscana, Italia', 'Pozzolo, Comunità Montana della Valle Brembana, Bergamo, Lombardia, Italia', 'Pozzolo, Vicenza, Veneto, Italia']","[[43.5778451, 11.8791726], [45.9792861, 9.6282439], [45.4088468, 11.4976019]]"
1299251954716155905,1299251954716155905,2020-08-28 07:46:19,http://pbs.twimg.com/media/EgfexKIWkAALi28.jpg,https://t.co/q0xmC9Q3EJ,photo,en,[0],-,DEU,"London, England",b'At least 10 members of Indias Great Andamanese tribe on a remote archipelago tested positive for #COVID19.The tribe only has about 50 people left \xe2\x80\x94 many were killed by colonizers or wiped out by disease. Experts worry other local tribes also risk ex\xe2\x80\xa6 https://t.co/mP1aNfEnQS https://t.co/q0xmC9Q3EJ',Germany,"['England, Landkreis Landshut, Niederbayern, Bayern, Deutschland, Europe', 'England, United Kingdom', 'England, Montgomery Township, Ashland County, Ohio, United States of America']","[[48.427056, 12.0611888], [52.7954791, -0.540240236617432], [40.8403347, -82.2393254]]"
1299251625735983112,1299251625735983112,2020-08-28 07:45:01,http://pbs.twimg.com/media/Egfed9YWAAE_BnJ.jpg,https://t.co/H6Bl807Ha7,photo,it,[0],-,COL,,b'Coronavirus oltre sette milioni di casi in America Latina  #Coronavirus https://t.co/BJMI15o3UL https://t.co/H6Bl807Ha7',Colombia,"['America, Pereira, Pereira, Risaralda, Colombia', 'America, Horst aan de Maas, Limburg, Nederland, Nederland', 'America, Wabash County, Indiana, United States of America', 'América Latina, Previsora, Camagüey, Camagüey, Camagüey, Cuba', 'Latina, Lazio, Italia', 'Latina, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, Comunidad de Madrid, España', 'Latina, Latina, Lazio, Italia']","[[4.8179875, -75.6888968956542], [51.44770365, 5.96606928205559], [40.6792089, -85.7019245], [21.3844758, -77.9226135], [41.45952605, 13.0125912121889], [40.3880677, -3.78660595583717], [41.4672589, 12.9035737]]"
1299251935606964225,1299251935606964225,2020-08-28 07:46:15,http://pbs.twimg.com/media/EgfewDaXgAEwPVt.jpg,https://t.co/9jZsVWV4Z8,photo,en,[0],-,DEU,"London, England",b'Over 180000 people in the U.S. have died from #COVID19 \xe2\x80\x94 the highest number of fatalities worldwide.\xe2\x96\xaa\xef\xb8\x8f Death rates are rising in 8 states\xe2\x96\xaa\xef\xb8\x8f 70000 lives could be saved by end of year if 95% of citizens wore masks researchers say https://t.co/4sFqyvfA4b https://t.co/9jZsVWV4Z8',Germany,"['England, Landkreis Landshut, Niederbayern, Bayern, Deutschland, Europe', 'England, United Kingdom', 'England, Montgomery Township, Ashland County, Ohio, United States of America']","[[48.427056, 12.0611888], [52.7954791, -0.540240236617432], [40.8403347, -82.2393254]]"
1299240813503807488,1299240813503807488,2020-08-28 07:02:03,http://pbs.twimg.com/media/EgfUidGVkAcjD0I.jpg,https://t.co/bY4SDu4Sxf,photo,en,[0],-,IND,"Diphu, India",b'Protest dharna against the BJP Govts decision of holding NEET JEE &amp all other exams during the time of pandemic we demand the Postponing of all exams till Covid 19 gets over. https://t.co/bY4SDu4Sxf',India,"['Diphu, Karbi Anglong, Karbi Anglong, Assam, India']","[[25.8447788, 93.441845]]"
1299240982236377090,1299240982236377090,2020-08-28 07:02:43,http://pbs.twimg.com/media/EgfUx9hUcAEraH8.jpg,https://t.co/Yu1YlwdAwm,photo,en,[0],-,IND,"Ranchi, India",b'MHRD/UGC to the virus looking for the next link in the chain \xf0\x9f\x94\x97  : #ExamsInCovid #SpeakUpForStudents https://t.co/Yu1YlwdAwm',India,"['Ranchi, Rānchī, Ranchi, Jharkhand, India']","[[23.3700354, 85.3250132]]"
1299240981699719173,1299240981699719173,2020-08-28 07:02:43,http://pbs.twimg.com/media/EgfUya3VoAAkFpi.jpg,https://t.co/aO8KjTHRWz,photo,en,[0],-,HRV,"Dubrovnik, Croatia",b'#Dubrovnik to limit the number of people at weddings and social gatherings to combat spread of Covid-19https://t.co/HJbnic3oUm https://t.co/aO8KjTHRWz',Croatia,"['Dubrovnik, Dubrovačko-neretvanska županija, Hrvatska']","[[42.6500417, 18.0899176]]"
1299240965669105664,1299240965669105664,2020-08-28 07:02:39,http://pbs.twimg.com/media/EgfUwiAU0AYI0jd.jpg,https://t.co/0DSnEep4B8,photo,de,[0],-,DEU,,b'Im Rahmein meines Reservedienstes beim MarKdo Rostock habe ich meinen fr\xc3\xbcheren Mitarbeiter Kapit\xc3\xa4n zur See L\xc3\xbctzen beim Regionalen F\xc3\xbchrungsstab Nord (Corona-Hilfe Bundeswehr) getroffen. Gern erinnere ich mich an die gemeinsame Zeit im BMVg #WIRSINDMARINE #marine #deutschemarine https://t.co/0DSnEep4B8',Germany,"['Johanniter-Unfall-Hilfe, Schepersfeld, Wesel, Kreis Wesel, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, Deutschland, Europe']","[[51.65919585, 6.64030404342251]]"
