tweet_id,url,tag
1260537292449406976,http://pbs.twimg.com/media/EX5T_K0VAAAc4qn.jpg,None
1260245124325478402,http://pbs.twimg.com/media/EX1J2DHXgAA-xL9.jpg,None
1260529355379412992,http://pbs.twimg.com/media/EX5Mw52XgAEpI_H.jpg,None
1260131236812554240,http://pbs.twimg.com/media/EXziro_WsAEeNcb.jpg,None
1260179942664556545,http://pbs.twimg.com/media/EX0O9RMXgAATz2K.jpg,None
1260109957690769410,http://pbs.twimg.com/media/EXhLXTcXYAA_YHw.jpg,None
1260241602745962496,http://pbs.twimg.com/media/EX1HAtqWoAAr7pu.jpg,None
1260116650973638656,http://pbs.twimg.com/media/EXzVVFEWsAAjrEC.jpg,None
1260450195445288960,http://pbs.twimg.com/media/EX4EvP_XgAIG2fl.jpg,None
1260549777848033281,http://pbs.twimg.com/media/EX5ejFWU8AAnrwt.jpg,None
1260140828883853313,http://pbs.twimg.com/media/EXzrYuTWAAAs870.jpg,None
1260097174362177536,http://pbs.twimg.com/media/EXzDsIwUcAAXv5I.jpg,None
1260096494222430208,http://pbs.twimg.com/media/EXzDFRcWoAAEFLy.jpg,None
1260359099763560455,http://pbs.twimg.com/media/EX2oTqxXsAUnhMO.jpg,None
1260052823682711553,http://pbs.twimg.com/media/EXybXEuXYAEltPT.jpg,None
1260193188406583298,http://pbs.twimg.com/media/EX0bBqJXgAEoMx1.jpg,None
1260316662500397056,http://pbs.twimg.com/media/EX2K75AWoAE8Ta2.png,None
1260562029296979974,http://pbs.twimg.com/media/EX5qeYsWoAUJAeu.jpg,None
1260040637467983872,http://pbs.twimg.com/media/EXyQSF_XYAE7Qy5.png,None
1260193008860852226,http://pbs.twimg.com/media/EXy4VUsXQAg-27e.jpg,None
1260267685524406273,http://pbs.twimg.com/media/EX1eeSjXsAIM-rJ.png,None
1260195955837632513,http://pbs.twimg.com/media/EX0digZWAAQrU6T.jpg,None
1260223743118520320,http://pbs.twimg.com/media/EX020BVX0Ak6rcn.jpg,None
1260372525596409864,http://pbs.twimg.com/media/EX2-IMMXkAEApx2.jpg,None
1260143549095575553,http://pbs.twimg.com/tweet_video_thumb/EXzt39XWoAEzYf8.jpg,None
1260549130801295361,http://pbs.twimg.com/media/EX5ewPRXkAA5RUa.jpg,None
1260447256450412544,http://pbs.twimg.com/media/EX4CFz2WoAgSpY5.jpg,None
1260564084652535808,http://pbs.twimg.com/media/EX5sWtkU4AA96Wd.jpg,None
1260079524957454336,http://pbs.twimg.com/media/EXyzpm-U8AEd70M.jpg,None
