id,id_str,created_at,media_url,url,type,language_code,bounding_box,country,country_code,user_loc,full_text,country_or_territory,CIME_geolocation_string,CIME_coordinates
1311213708027334656,1311213708027334656,2020-09-30 07:58:03,http://pbs.twimg.com/media/EjJd6rSWsAUZwWA.jpg,https://t.co/nf5WReR20j,photo,en,[0],-,GBR,Manchester,b'\xf0\x9f\x97\x92 BLOG: Christine Winstanley MD of @EricWrightGroup Health &amp Care talks openly about COVID-crisis projects.\xf0\x9f\x94\x97 Read the full piece here: https://t.co/PO4CmegdIQ https://t.co/nf5WReR20j',United Kingdom,"['Manchester, Greater Manchester, North West England, England', 'Manchester, Hillsborough County, New Hampshire', 'Manchester, Delaware County, Iowa']","[[53.4794892, -2.2451148], [42.9956397, -71.4547891], [42.484154, -91.4554252]]"
1311213692860547072,1311213692860547072,2020-09-30 07:58:00,http://pbs.twimg.com/media/EjJZJsMU4AEaVRf.jpg,https://t.co/jfg8xn3hog,photo,in,[0],-,IDN,Indonesia,b'Kapolda Sumut paparkan pelaksanaan operasi keamanan hingga penanganan Covid-19https://t.co/67lJmIEIgA https://t.co/jfg8xn3hog',Indonesia,"['Indonesia', 'gunung pasir jaya, Singaraja, Bali', 'KAWASAN KUMUH, Pardomuan I, Pangururan, Samosir']","[[-2.4833826, 117.8902853], [-8.1153337, 115.1083287], [2.6023745500000004, 98.70260070595354]]"
1311213653283094531,1311213653283094531,2020-09-30 07:57:50,http://pbs.twimg.com/media/EjJd3P8VgAIUNR-.jpg,https://t.co/qaS5KWo1EA,photo,in,"[[107.249329, -6.857718], [107.318774, -6.857718], [107.318774, -6.770154], [107.249329, -6.770154]]",Indonesia,IDN,,b'Giat Ops Yustisi Polsek Bojongpicung bersama Unsur TNI - Polri Satgas Gugus Covid19 Forkopimcam Kec.Haurwangi &amp Kec.Bojongpicung terkait Inpres No.06 Tahun 2020 tentang Penegakkan Hukum Protokol Kesehatan sebagai upaya Pencegahan penyebaran Virus Covid19.Rabu 30/09/2020 https://t.co/qaS5KWo1EA',Indonesia,-,-
1311213616574717955,1311213616574717955,2020-09-30 07:57:42,http://pbs.twimg.com/media/EjJcETJXkAARvH0.jpg,https://t.co/Iy9Y46guzm,photo,de,[0],-,DEU,"Waiblingen, Deutschland",b'Unertr\xc3\xa4gliche #Heuchelei einer gef\xc3\xbchlslosen #Kanzlerin. #Merkel bejammert den Zustand der #Corona-#Panik den sie selbst herbeigef\xc3\xbchrt hat. Einsam gestorben sind Deutsche durch Merkels Politik!Bei diesem k\xc3\xbcnstlichen Getue fehlte nur noch: Ich liebe Euch doch alle!#Bundestag https://t.co/Iy9Y46guzm',Germany,"['Waiblingen, Rems-Murr-Kreis, Baden-Württemberg']","[[48.8425793, 9.3305129]]"
1311213611445084161,1311213611445084161,2020-09-30 07:57:40,http://pbs.twimg.com/media/EjJdzZBXgAIlzT-.jpg,https://t.co/FCTarIjX0s,photo,en,[0],-,USA,Isle of Wight,b'VIDEO What do a mandora melodica and cello have in common? Quatrapuntal! #iwnews #iow #isleofwight Story: https://t.co/LFW6gnq6Xh https://t.co/FCTarIjX0s',United States,"['Isle, Mille Lacs County, Minnesota']","[[46.138011, -93.4707924]]"
1311213604771897344,1311213604771897344,2020-09-30 07:57:39,http://pbs.twimg.com/media/EjJd0yAWkAcY2SV.jpg,https://t.co/c1QkOH7rcn,photo,es,[0],-,DEU,,b'Segunda ola de Coronavirus: Europa toma medidas para enfrentar los rebrotes https://t.co/vEcAqSWC5V https://t.co/c1QkOH7rcn',Germany,"['', ""Île Europa, Îles Éparses de l'océan Indien, Terres australes et antarctiques françaises"", ""Île Europa, Îles Éparses de l'océan Indien, Terres australes et antarctiques françaises"", 'Europa, Avenida da Paz, Bairro de São Pedro, Monte das Almas, Salvador, Serpa, Serpa, Beja, Baixo Alentejo, Alentejo', 'Toma, Toma, Nayala, Boucle du Mouhoun', 'Toma, Nayala, Boucle du Mouhoun', 'La Toma, Capilla del Monte, Municipio de Capilla del Monte, Pedanía Dolores, Departamento Punilla, Córdoba', 'Cruzamento para Penha, São Tomé, Água Grande, Província de São Tomé', 'Medidas, Avenida Tajamar, Villa Campestre, Puerto Colombia, Atlántico', 'Centro Especializado en la Aplicación de Medidas para Adolescentes, Anillo Periférico Licenciado Manuel Berzunza, Ciudadela de Toledo, Konoha, Mérida, Mérida, Yucatán', 'Pará, Região Norte', 'Para, Puruliya, West Bengal', 'Para']","[[51.0, 10.0], [-22.367401049999998, 40.34624219494785], [-22.36603985, 40.364113083783884], [37.9412696, -7.6017698], [12.7564457, -2.8972321], [12.64566, -2.8472926965914396], [-30.8672303, -64.5373848], [0.3373007, 6.7102251], [11.0248073, -74.861871], [20.958882, -89.7013606], [-4.7493933, -52.8973006], [23.51392155, 86.4795847147843], [5.341685999999999, -55.32451543898897]]"
1311213535658151936,1311213535658151936,2020-09-30 07:57:22,http://pbs.twimg.com/media/EjJdwt4XYAIKqTP.jpg,https://t.co/64zbqUrIWR,photo,en,[0],-,SGP,Singapore,b'23 new Covid-19 cases in Singapore including three in the community https://t.co/TyDSEVpMxe https://t.co/64zbqUrIWR',Singapore,"['Singapore, Singapore, Central', 'Singapore, Central', 'Singapore']","[[1.3408630000000001, 103.83039182212079], [1.2904753, 103.8520359], [1.357107, 103.8194992]]"
1311213451985920006,1311213451985920006,2020-09-30 07:57:02,http://pbs.twimg.com/media/EjJdr5gUwAAZygD.jpg,https://t.co/EjIxPDpheE,photo,it,[0],-,ITA,Palermo,b'Scatta nuova ordinanza anti Covid Musumeci: No emergenza ma serve responsabilit\xc3\xa0 https://t.co/NR6s8AiJ41 https://t.co/EjIxPDpheE',Italy,"['Palermo, Palermo, Sicilia', 'Palermo, Sicilia', 'Palermo, Buenos Aires, Comuna 6']","[[38.1112268, 13.3524434], [37.8819449, 13.609543686318478], [-34.5803362, -58.4245236]]"
1311213424454578176,1311213424454578176,2020-09-30 07:56:56,http://pbs.twimg.com/media/EjJdqNvXkAAETzj.jpg,https://t.co/6WvwpzJMS2,photo,en,[0],-,ZAF,Pretoria,b'@SmartVirgo_ #bhekicele #PresidentialDebate2020 #Debate2020 Bheki Cele ndonda kindly send Illegal foreigners back to their countries Ramaphosa better fix this while you still can youre expecting Corona Second Wave forgetting illegal immigrants Wave. These people are provoking us. https://t.co/6WvwpzJMS2',South Africa,"['Pretoria, City of Tshwane Metropolitan Municipality, Gauteng', 'Pretoria, Coeneo, Michoacán de Ocampo', 'Pretoria, El Triunfo, El Triunfo, Guayas']","[[-25.7459374, 28.1879444], [19.7872984, -101.620379], [-2.266667, -79.333333]]"
1311213406041579520,1311213406041579520,2020-09-30 07:56:51,http://pbs.twimg.com/media/EjJdaUzWkAA0EQE.jpg,https://t.co/TAcY5ASyMv,photo,ca,[0],-,ESP,Catalunya,b'\xf0\x9f\x8e\x99\xef\xb8\x8f La secret\xc3\xa0ria general d@educaciocat @nuria_cuenca i el secretari general de @salutcat @mramentol compareixeran a partir de les 11 del mat\xc3\xad per informar de les afectacions de la #Covid19 als centres educatius \xe2\x96\xb6\xef\xb8\x8f Podreu seguir-ho en directe \xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x94\x97 https://t.co/F09Fm0Kamf https://t.co/TAcY5ASyMv',Spain,"['Catalunya', 'Catalunya, Plaça de Catalunya, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya', 'Catalunya, , el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya']","[[41.8523094, 1.5745043], [41.387434400000004, 2.1690313098684193], [41.3862315, 2.1700024]]"
