id,id_str,created_at,media_url,url,type,language_code,bounding_box,country,country_code,user_loc,full_text,country_or_territory,CIME_geolocation_string,CIME_coordinates
1311126924169629699,1311126924169629699,2020-09-30 02:13:12,http://pbs.twimg.com/media/EjIO_NFU4AAkIf1.jpg,https://t.co/gsHtEuMg1A,photo,en,[0],-,USA,,b'U S  closes in on grim pandemic milestone  the 200 000th COVID 19 death https://t.co/jFVNLo3Mvh https://t.co/gsHtEuMg1A',United States,"['Butler County, Kansas', 'Boston University, MA 2, Cambridgeport, Cambridge, Middlesex County, Massachusetts', 'Bû, Dreux, Eure-et-Loir, Centre-Val de Loire, France métropolitaine']","[[37.77924, -96.8456342], [42.35031725, -71.10122725124097], [48.797562, 1.4944658]]"
1311126815117901824,1311126815117901824,2020-09-30 02:12:46,http://pbs.twimg.com/media/EjIOwXTXkAEObu7.jpg,https://t.co/WUjFDx4nI0,photo,en,[0],-,FRA,St. Louis. MO,b'9/29/20 Volleyball action returns to St. Louis County schools as Eureka visited Incarnate Word   Coverage for https://t.co/lObCklyiZX / St. Louis Post Dispatch. #volleyball #IWA #eureka #prepsports #COVID19 #incarnateword @Athletics_IWA  @vb_ehs @EHSActivityDir @joeharris_stl https://t.co/WUjFDx4nI0',France,"['Saint-Dié-des-Vosges, Saint-Dié-des-Vosges, Vosges, Grand Est, France métropolitaine']","[[48.2873153, 6.9477708]]"
1311126755541946368,1311126755541946368,2020-09-30 02:12:32,http://pbs.twimg.com/media/EjIO1cuWsAI0PyR.jpg,https://t.co/Y6FtnN6yz5,photo,en,[0],-,TUR,Ankara - TURKEY,b'UN lacks leadership in dealing with virus: El Salvador https://t.co/8gNjKhW4ZS https://t.co/Y6FtnN6yz5',Turkey,"['Ankara, İç Anadolu Bölgesi', 'Ankara, Çankaya, Ankara, İç Anadolu Bölgesi', 'Ankara, Say, Tillabéri']","[[39.7160439, 32.7059948], [39.9207774, 32.854067], [12.9333333, 1.8833333]]"
1311126708712603650,1311126708712603650,2020-09-30 02:12:21,http://pbs.twimg.com/media/EjIOyGPWAAEs_9o.jpg,https://t.co/nfzpgHjP1x,photo,es,[0],-,ITA,,b'COVID-19: Bordoni y Castro pidieron mayor compromiso social para evitar un colapso sanitariohttps://t.co/hF2rzP36hL https://t.co/nfzpgHjP1x',Italy,"['Bordoni, Santo Stefano Roero, Cuneo, Piemonte', 'Bordoni, Selva di Progno, Verona, Veneto', 'Bordoni, San Giovanni Ilarione, Verona, Veneto', 'Castro County, Texas', 'Castro, Bergamo, Lombardia', 'Castro, Lecce, Puglia']","[[44.8191381, 7.9056486], [45.6111966, 11.1788409], [45.52811, 11.2452111], [34.4952536, -102.2592314], [45.802987, 10.06706], [40.007022, 18.425733]]"
1311126685811499008,1311126685811499008,2020-09-30 02:12:16,http://pbs.twimg.com/media/EjIOw0YU4AANxC9.jpg,https://t.co/oZVeRN65Bb,photo,in,[0],-,GBR,,b'Bhabinkamtibmas Brigadir Budi Rahayu Selasa (29/9/2020) (12.11) penegakan Prokes Covid-19 di Mall LotteMart Fatmawati. @divisihumaspolri @humas.pmj @multimedia.humaspolri@polres_metro_jaksel @budisartono96 @polisi_indonesia @matapolisi https://t.co/oZVeRN65Bb',United Kingdom,"['The Mall, Westminster, Millbank, City of Westminster, Greater London, England']","[[51.5071532, -0.1277649]]"
1311126632699015170,1311126632699015170,2020-09-30 02:12:03,http://pbs.twimg.com/media/EjIOuWNVgAU-Chc.jpg,https://t.co/lGI5oh5jIp,photo,tr,[0],-,USA,"Washington, D.C.",b'\xc4\xb0ngiltere\xe2\x80\x99de Corona\xe2\x80\x99dan \xc4\xb0\xc5\x9fsiz Kalanlara \xc3\x9ccretsiz Meslek E\xc4\x9fitimi https://t.co/vrxWCZPASW https://t.co/lGI5oh5jIp',United States,"['Washington, District of Columbia', 'Washington', 'Washington County, Texas']","[[38.8949855, -77.0365708], [47.2868352, -120.2126139], [30.2226352, -96.3936114]]"
1311126571999096832,1311126571999096832,2020-09-30 02:11:48,http://pbs.twimg.com/media/EjIOqEjU4AAEVxF.jpg,https://t.co/28bq5oNXuq,photo,in,[0],-,IDN,"Sumatera Utara, Indonesia",b'Bhabinkamtibmas   menghimbau kepada karyawan gudang Aqua di jln samura  agar tetap mengikuti Protol kesehatan sesuai anjuran pemerintah  yaitu  memakai maskerrajin cuci tangan  dan jaga jarak dan tidak berkerumun gunanya adalah memutus penyebaran Virus Corona #polrestanah_karo https://t.co/28bq5oNXuq',Indonesia,"['Sumatera, Dauh Puri, Denpasar, Bali']","[[-8.6573792, 115.2146745]]"
1311126538230935555,1311126538230935555,2020-09-30 02:11:40,http://pbs.twimg.com/media/EjIOo13WAAISOyB.jpg,https://t.co/fnPWTT8QFd,photo,es,[0],-,MEX,mexico D.F,b'@lopezdoriga en San Miguel Topilejo @TlalpanAl  se est\xc3\xa1 llevando la fiesta sabiendo que son de los pueblos m\xc3\xa1s afectados por el covid mientras que @patiaceves  bien gracias.Ser\xc3\xa1 que tiene mochada? https://t.co/fnPWTT8QFd',Mexico,"['Ciudad de México', 'México', 'Mexico, Audrain County, Missouri']","[[19.4326296, -99.1331785], [22.5000485, -100.0000375], [39.1697626, -91.8829484]]"
1311126529598988289,1311126529598988289,2020-09-30 02:11:38,http://pbs.twimg.com/media/EjIOoOiXYAIOJRW.jpg,https://t.co/P5qSx3UED9,photo,es,[0],-,MEX,,b'Nacional!!!! BRC MENCIONA QUE EL EMPLEO SE RECUPERAR\xc3\x81 EN EL VERANO PR\xc3\x93XIMOEl titular del Banco Central de Reserva (BCR) Julio Velarde estim\xc3\xb3 que el  empleo en el Per\xc3\xba se recuperar\xc3\xa1 en el verano del 2021 tras el impacto causado por el COVID-19. https://t.co/P5qSx3UED9',Mexico,"['Empleo, San Francisco de Los Romo, San Francisco de los Romo, Aguascalientes']","[[22.0673117, -102.2621352]]"
1311126494643539968,1311126494643539968,2020-09-30 02:11:30,http://pbs.twimg.com/media/EjIOlMkVkAAmph7.jpg,https://t.co/CZkhUVL46d,photo,en,[0],-,PHL,North Luzon,b'Visitation and dialogue with Muslim vendors and their Elder at Sto Domingo public market. Likewise distributed flyers regarding anti criminality tips on illegal drugs terrorism theft illegal gambling and Covid19 healthy tips@pnpdpcr @pro1officialtw @isurppo https://t.co/CZkhUVL46d',Philippines,"['Luzon, Tarlac City, Tarlac']","[[15.5919633, 120.73979025093563]]"
1311126445108981761,1311126445108981761,2020-09-30 02:11:18,http://pbs.twimg.com/media/EjIOf5NWsAQkt2s.jpg,https://t.co/Bqy5bdfLP8,photo,es,[0],-,ECU,,b'@cmdtemiliciab1 @Milicia_B1 \xc2\xa1\xc2\xa1Juntos Venceremos al COVID-19!!#UnidadPatriotaAnteELBloqueo https://t.co/Bqy5bdfLP8',Ecuador,"['COVID, Sucre, Arena II, Manta, Manta, Manabí', '#covid, Bog Walk - White Hall Road, Hillside, Riversdale, Spanish Town, Saint Catherine, Middlesex County']","[[-1.0477716, -80.6582902], [18.1625591, -76.94673044465068]]"
