id,id_str,created_at,media_url,url,type,language_code,bounding_box,country,country_code,user_loc,full_text,country_or_territory,CIME_geolocation_string,CIME_coordinates
1311187735231606786,1311187735231606786,2020-09-30 06:14:51,http://pbs.twimg.com/media/EjJES5fUYAELgsF.jpg,https://t.co/BkmYjN1nJT,photo,hi,[0],-,IND,"Ahmadabad City, India",b'#CovidVijayRath #Day24\xe2\x9e\xa1\xef\xb8\x8f\xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xa8\xe0\xa4\x97\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xa7\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xb2 \xe0\xa4\xa4\xe0\xa4\xb9\xe0\xa4\xb8\xe0\xa5\x80\xe0\xa4\xb2 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\xaf\xe0\xa4\xa4 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xa1 \xe0\xa4\xb0\xe0\xa4\xa5 \xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa5\xa4\xe2\x9e\xa1\xef\xb8\x8f\xe0\xa4\xa7\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xb2 \xe0\xa4\xa4\xe0\xa4\xb9\xe0\xa4\xb8\xe0\xa5\x80\xe0\xa4\xb2 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\x97\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x80\xe0\xa4\xa3 \xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x97\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xa1 \xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xaf \xe0\xa4\xb0\xe0\xa4\xa5 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa7\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xae \xe0\xa4\xb8\xe0\xa5\x87 #COVID19 \xe0\xa4\x94\xe0\xa4\xb0 \xe0\xa4\xaa\xe0\xa5\x8b\xe0\xa4\xb7\xe0\xa4\xa3 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb9 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xaf\xe0\xa5\x8b\xe0\xa4\x9c\xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\x93\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x9c\xe0\xa4\xa8-\xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\x97\xe0\xa5\x83\xe0\xa4\xa4\xe0\xa4\xbf \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x9c\xe0\xa4\xbe \xe0\xa4\xb0\xe0\xa4\xb9\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa5\xa4@PIBAhmedabad @BOC_MIB @UNICEFIndia https://t.co/BkmYjN1nJT',India,"['Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat']","[[23.0216238, 72.5797068]]"
1311187608668573696,1311187608668573696,2020-09-30 06:14:21,http://pbs.twimg.com/media/EjJGLC3U8AEj-xs.jpg,https://t.co/AG2oMljnP6,photo,en,[0],-,MMR,Myanmar,b'#Sittwe #COVID-19 confirmed cases in decline https://t.co/9hwXwDt23c https://t.co/AG2oMljnP6',Myanmar,"['မြန်မာ', 'Myanmar, Jalan Kyai Haji Wahid Hasyim, Jombang, Jombang, Jawa Timur', 'Myanmar, West Circular Road, ပွၵ်ႉမႂ်ႇလူင်, ဝဵင်းတူၼ်ႈတီး, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State']","[[17.1750495, 95.9999652], [-7.5388273, 112.2379844], [20.7584745, 97.0361506]]"
1311187480977305600,1311187480977305600,2020-09-30 06:13:50,http://pbs.twimg.com/media/EjJF5XPWsAAtFZ2.jpg,https://t.co/p1xZSmslwa,photo,en,[0],-,IND,"New Delhi, India",b'Over 6 months into the #COVID19 pandemic in Bangladesh \xf0\x9f\x87\xa7\xf0\x9f\x87\xa9 read how @WHO has been supporting the government in screening nearly 1 million people entering the country: https://t.co/fW43Aa5O2T\xf0\x9f\x93\xb8: WHO Bangladesh https://t.co/p1xZSmslwa',India,"['Delhi, Kotwali Tehsil, Central Delhi, Delhi']","[[28.6517178, 77.2219388]]"
1311187466204975104,1311187466204975104,2020-09-30 06:13:47,http://pbs.twimg.com/media/EjJFRdKXkAEMEf9.jpg,https://t.co/TEDQWDRN6H,photo,es,[0],-,ESP,Zaragoza,b'\xe2\x9e\xa1\xef\xb8\x8f #Venezuela supera los 74.000 casos \xe2\x9e\xa1\xef\xb8\x8f #Jap\xc3\xb3n mantiene en veto a los turistas \xe2\x9e\xa1\xef\xb8\x8f #China encadena 45 d\xc3\xadas sin contagios locales \xe2\x9e\xa1\xef\xb8\x8f Sigue la crisis del #covid19 minuto a minuto en nuestro #hilodirectoWEPA\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87https://t.co/jZhJsNYEKB https://t.co/TEDQWDRN6H',Spain,"['Zaragoza, Zaragoza, Zaragoza, Aragón', 'Zaragoza, Aragón', 'Zaragoza, Veracruz de Ignacio de la Llave']","[[41.6521342, -0.8809428], [41.84004695, -1.1695090092447569], [17.94751565, -94.63510628023468]]"
1311187453907066880,1311187453907066880,2020-09-30 06:13:44,http://pbs.twimg.com/media/EjJGA7MUcAEk3Fo.jpg,https://t.co/EJF98NnF9W,photo,in,[0],-,IDN,,b'Babinsa Desa Kepuh Sertu Sartono melaksanakan himbauan protokol kesehatan bagi warga yang berkerumun di wilayah binaan agar nematuhi aturan protokol kesehatan guna mencegah wabah covid-19. https://t.co/EJF98NnF9W',Indonesia,"['WILAYAH, Cempaka, Tegal, Jawa Tengah', 'وبح, مديرية مزهر, محافظة ريمة']","[[-7.185185349999999, 109.07036257452859], [14.575665, 43.760565]]"
1311187404561117184,1311187404561117184,2020-09-30 06:13:32,http://pbs.twimg.com/media/EjJF_wNVgAI1cgP.jpg,https://t.co/BalUFiSAAa,photo,in,[0],-,IDN,Indonesia,b'Rapat Darurat Angela Merkel Umumkan Langkah Baru Tangani Corona https://t.co/r47vIb7KZW https://t.co/BalUFiSAAa',Indonesia,"['Indonesia', 'gunung pasir jaya, Singaraja, Bali', 'KAWASAN KUMUH, Pardomuan I, Pangururan, Samosir']","[[-2.4833826, 117.8902853], [-8.1153337, 115.1083287], [2.6023745500000004, 98.70260070595354]]"
1311187347938054144,1311187347938054144,2020-09-30 06:13:19,http://pbs.twimg.com/media/EjJF8WGU0AEe7ON.jpg,https://t.co/88PdC41Qh0,photo,en,[0],-,FRA,,b'Covid 19 Live Updates  U S  Officials Urge Caution Ahead of Labor Day Weekend   The New York  https://t.co/B61qHcgYhq https://t.co/88PdC41Qh0',France,"['Lavaur, Sarlat-la-Canéda, Dordogne, Nouvelle-Aquitaine, France métropolitaine', 'Day County, South Dakota']","[[44.6129697, 1.0230515], [45.3658879, -97.6152661]]"
1311186973160173568,1311186973160173568,2020-09-30 06:11:49,http://pbs.twimg.com/media/EjJFmKbUMAA1ard.jpg,https://t.co/OKC2MKa5YK,photo,in,[0],-,IDN,,b'Giat Patroli Polsek Binjai Kota Dalam Rangka Antisipasi Guan Kamtibmas 3C  Sekaligus Memberikan Himbauan Pencegahan Covid 19 Kepada Masyarakat#pakaimasker#jagajarak#cucitangan https://t.co/OKC2MKa5YK',Indonesia,"['Binjai, Kota Binjai']","[[3.6063964, 98.4899865]]"
1311186972417818625,1311186972417818625,2020-09-30 06:11:49,http://pbs.twimg.com/media/EjJFlDNVoAAMIHN.png,https://t.co/yr1vgkdR83,photo,en,[0],-,USA,Charming Chennai,b'India TodayIndia China do not give real numbers on coronavirus: Donald Trump shifts blame during debate with Joe Biden. https://t.co/yr1vgkdR83',United States,"['Charming, East 20th Street, Nevin, Central-Alameda, Los Angeles, Los Angeles County, California', 'Charming, Carrer Cop, la Pedrera, Dénia, la Marina Alta, Alacant / Alicante, Comunitat Valenciana', 'Charming, 万来通り, 京阪本通二丁目, 守口市, 大阪府', 'சென்னை - Chennai, Chennai district, Tamil Nadu', 'La Chennaie, Les Clérimois, Sens, Yonne, Bourgogne-Franche-Comté, France métropolitaine', 'Chennai, Mandara, La Ventura (San Cristóbal), El Fraile, García, Nuevo León']","[[34.01889615, -118.24239170773188], [38.8405968, 0.1063145], [34.7343673, 135.5712522], [13.0836939, 80.270186], [48.2422922, 3.446027], [25.7873577, -100.4692736]]"
1311186927014608896,1311186927014608896,2020-09-30 06:11:38,http://pbs.twimg.com/media/EjJFj69WsAAVgKH.jpg,https://t.co/w1s6XR996h,photo,es,[0],-,ESP,,b'Los 30 esquiroles mandos intermedios q hacen trabajo d Maquinistas hora y media no solo ayudan a q no ingresen los 460 Maquinistas APROBADOS y SIN CONTRATAR tmb empeoran las condiciones d trabajo d los Maquinistas actualesSiguen #aglomeraciones con #Covid_19 #SinPlantilla https://t.co/w1s6XR996h',Spain,"['Maquinistas, El Palomar, Puente Genil, Córdoba, Andalucía', 'Гора, Полтавський район, Полтавська область', 'El Trabajo, Aragüita, Parroquia Araguita, Municipio Acevedo, Miranda']","[[37.3939345, -4.7567088], [49.538055, 34.571388], [10.2541774, -66.4644742]]"
1311186925617917954,1311186925617917954,2020-09-30 06:11:38,http://pbs.twimg.com/media/EjJFjzdX0AABQAO.jpg,https://t.co/40SYa7pPO7,photo,fr,[0],-,FRA,"Bretagne, France",b'@ActuGones - Cest le bordel total en interne Maitre - F\xc3\xa9licitations mon apprenti- Cornet a refil\xc3\xa9 le Covid \xc3\xa0 Caqueret et Denayer lundi soir Aouar Memphis et Reine-Ad\xc3\xa9laide prennent leur billet davion cette semaine- Excellent ! A nous lOlympico ! Bien jou\xc3\xa9 ! https://t.co/40SYa7pPO7',France,"['Bretagne, France métropolitaine', 'Bretagne, Bretagne, France métropolitaine', 'Bretagne, Châteauroux, Indre, Centre-Val de Loire, France métropolitaine']","[[48.2640845, -2.9202408], [48.16282835, -2.684147344521837], [47.0025696, 1.6807506]]"
1311186911457808384,1311186911457808384,2020-09-30 06:11:35,http://pbs.twimg.com/media/EjJFjCWUwAAW3jv.jpg,https://t.co/wi3RJGTCQw,photo,es,[0],-,PRT,Portugal,b'Covid-19: M\xc3\xa9xico regista 560 mortos e 4.446 casos nas \xc3\xbaltimas 24 horas https://t.co/r2e2LonQ8L https://t.co/wi3RJGTCQw',Portugal,"['Portugal', 'Portugal, São Marcos da Serra, Silves, Faro, Algarve, Algarve', 'Portugal, Huambo, Huambo']","[[40.0332629, -7.8896263], [37.4005123, -8.3156107], [-12.672778, 15.609444]]"
